teamId,teamName,scorerPlayerId,player1Id,player2Id,player3Id,player4Id
sat-1,,,,,,
sat-1,,,,,,
sat-1,,,,,,
sat-1,,,,,,
sat-2,,,,,,
sat-2,,,,,,
sat-2,,,,,,
sat-2,,,,,,
sat-3,,,,,,
sat-3,,,,,,
sat-3,,,,,,
sat-3,,,,,,
